# time,x(N),y(E),z(D),psi,xd(N),yd(E),zd(D),psid,xdd(N),ydd(E),zdd(D),psidd
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,1.131177787780779791e-06,0.000000000000000000e+00,-1.500000565588893942e+00,1.776849913998025445e-06,1.111959709167498255e-04,0.000000000000000000e+00,-5.559798545837491273e-05,1.746662226704227610e-04,8.667583374023579007e-03,0.000000000000000000e+00,-4.333791687011789504e-03,1.361500812610475300e-02
1.000000000000000056e-01,3.322220703125054975e-05,0.000000000000000000e+00,-1.500016611103515585e+00,5.218532077270793181e-05,1.603559179687526638e-03,0.000000000000000000e+00,-8.017795898437633188e-04,2.518864869251404362e-03,6.076645312500102147e-02,0.000000000000000000e+00,-3.038322656250051074e-02,9.545172136110585681e-02
1.500000000000000222e-01,2.311509598159830210e-04,0.000000000000000000e+00,-1.500115575479908037e+00,3.630910786140608012e-04,7.296633592987187417e-03,0.000000000000000000e+00,-3.648316796493593708e-03,1.146152524583251946e-02,1.788003907470734621e-01,0.000000000000000000e+00,-8.940019537353673107e-02,2.808589970149952264e-01
2.000000000000000111e-01,8.909200000000151937e-04,0.000000000000000000e+00,-1.500445459999999898e+00,1.399453863468133087e-03,2.066715000000035954e-02,0.000000000000000000e+00,-1.033357500000017977e-02,3.246388330531970595e-02,3.674160000000066262e-01,0.000000000000000000e+00,-1.837080000000033131e-01,5.771357032056840808e-01
2.500000000000000000e-01,2.482280135154767055e-03,0.000000000000000000e+00,-1.501241140067577362e+00,3.899156518377047426e-03,4.507988691330036546e-02,0.000000000000000000e+00,-2.253994345665018273e-02,7.081132077574153749e-02,6.182384490966912338e-01,0.000000000000000000e+00,-3.091192245483456169e-01,9.711266849244563071e-01
3.000000000000000444e-01,5.628663105468854032e-03,0.000000000000000000e+00,-1.502814331552734473e+00,8.841483330836431842e-03,8.324368417968908140e-02,0.000000000000000000e+00,-4.162184208984454070e-02,1.307588733383300561e-01,9.140482968750183179e-01,0.000000000000000000e+00,-4.570241484375091590e-01,1.435783707244409735e+00
3.500000000000000333e-01,1.106487354999562481e-02,0.000000000000000000e+00,-1.505532436774997818e+00,1.738066272878313959e-02,1.368606324943568986e-01,0.000000000000000000e+00,-6.843031624717844930e-02,2.149801788049621187e-01,1.232338162719752050e+00,0.000000000000000000e+00,-6.161690813598760252e-01,1.935752259369358352e+00
4.000000000000000222e-01,1.958144000000037327e-02,0.000000000000000000e+00,-1.509790720000000253e+00,3.075845402535524326e-02,2.064384000000041020e-01,0.000000000000000000e+00,-1.032192000000020510e-01,3.242726804294220333e-01,1.548288000000033415e+00,0.000000000000000000e+00,-7.741440000000167077e-01,2.432045103220670690e+00
4.500000000000000111e-01,3.196307115795197357e-02,0.000000000000000000e+00,-1.515981535578976080e+00,5.020747476799486408e-02,2.912375951408446295e-01,0.000000000000000000e+00,-1.456187975704223148e-01,4.574749446718179846e-01,1.837197732788128146e+00,0.000000000000000000e+00,-9.185988663940640730e-01,2.885863450259504415e+00
5.000000000000000000e-01,4.892730712890720757e-02,0.000000000000000000e+00,-1.524463653564453569e+00,7.685483431805321952e-02,3.893280029296957157e-01,0.000000000000000000e+00,-1.946640014648478578e-01,6.115549969203588621e-01,2.076416015625049738e+00,0.000000000000000000e+00,-1.038208007812524869e+00,3.261626650241927550e+00
5.500000000000000444e-01,7.106819557865290404e-02,0.000000000000000000e+00,-1.535534097789326369e+00,1.116336605668892951e-01,4.977294697746387220e-01,0.000000000000000000e+00,-2.488647348873193610e-01,7.818316228595740824e-01,2.246803876098691699e+00,0.000000000000000000e+00,-1.123401938049345850e+00,3.529271275604364266e+00
6.000000000000000888e-01,9.880866000000212979e-02,0.000000000000000000e+00,-1.549404330000001107e+00,1.552082801835292514e-01,6.126151500000143191e-01,0.000000000000000000e+00,-3.063075750000071595e-01,9.622936273589273171e-01,2.333772000000066349e+00,0.000000000000000000e+00,-1.166886000000033174e+00,3.665880485176885806e+00
6.500000000000000222e-01,1.323641613750868307e-01,0.000000000000000000e+00,-1.566182080687543499e+00,2.079171384872732231e-01,7.295567651848015034e-01,0.000000000000000000e+00,-3.647783825924007517e-01,1.145985086940652486e+00,2.327930418823310976e+00,0.000000000000000000e+00,-1.163965209411655488e+00,3.656704550921775265e+00
7.000000000000000666e-01,1.717192855273476371e-01,0.000000000000000000e+00,-1.585859642763673749e+00,2.697360229462016923e-01,8.437934654297087889e-01,0.000000000000000000e+00,-4.218967327148543944e-01,1.325427676070523475e+00,2.225389359375074871e+00,0.000000000000000000e+00,-1.112694679687537436e+00,3.495633431394828960e+00
7.500000000000000000e-01,2.166180163621951871e-01,0.000000000000000000e+00,-1.608309008181097566e+00,3.402627844193331641e-01,9.505078196525820200e-01,0.000000000000000000e+00,-4.752539098262910100e-01,1.493054191700103450e+00,2.027750015258867222e+00,0.000000000000000000e+00,-1.013875007629433611e+00,3.185182275626948112e+00
8.000000000000000444e-01,2.665676800000064683e-01,0.000000000000000000e+00,-1.633283840000003151e+00,4.187235325862477264e-01,1.045094400000029733e+00,0.000000000000000000e+00,-5.225472000000148665e-01,1.641630444673965572e+00,1.741824000000073314e+00,0.000000000000000000e+00,-8.709120000000366568e-01,2.736050741123334351e+00
8.500000000000000888e-01,3.208558665092166584e-01,0.000000000000000000e+00,-1.660427933254608357e+00,5.039992165432716220e-01,1.123408363451418035e+00,0.000000000000000000e+00,-5.617041817257090175e-01,1.764645730800157075e+00,1.379120241577215467e+00,0.000000000000000000e+00,-6.895601207886077333e-01,2.166317009678040861e+00
9.000000000000000222e-01,3.785790545507910498e-01,0.000000000000000000e+00,-1.689289527275395608e+00,5.946705882898678519e-01,1.181983371679722339e+00,0.000000000000000000e+00,-5.909916858398611694e-01,1.856655138567162133e+00,9.551380781250629060e-01,0.000000000000000000e+00,-4.775690390625314530e-01,1.500327384700868905e+00
9.500000000000000666e-01,4.386811797482800257e-01,0.000000000000000000e+00,-1.719340589874140068e+00,6.890787857826503604e-01,1.218210128221932420e+00,0.000000000000000000e+00,-6.091050641109662100e-01,1.913559994675357201e+00,4.885053145752557557e-01,0.000000000000000000e+00,-2.442526572876278779e-01,7.673423537546788520e-01
1.000000000000000000e+00,5.000000000000137668e-01,0.000000000000000000e+00,-1.750000000000006883e+00,7.853981633974704835e-01,1.230468750000042633e+00,0.000000000000000000e+00,-6.152343750000213163e-01,1.932815792735983251e+00,5.684341886080801487e-14,0.000000000000000000e+00,-2.842170943040400743e-14,1.563194018672220409e-13
1.050000000000000044e+00,5.613188202517477299e-01,0.000000000000000000e+00,-1.780659410125873920e+00,8.817175410122913837e-01,1.218210128221941080e+00,0.000000000000000000e+00,-6.091050641109705399e-01,1.913559994675374520e+00,-4.885053145751441783e-01,0.000000000000000000e+00,2.442526572875720892e-01,-7.673423537542961581e-01
1.100000000000000089e+00,6.214209454492376494e-01,0.000000000000000000e+00,-1.810710472724618825e+00,9.761257385050756685e-01,1.181983371679736994e+00,0.000000000000000000e+00,-5.909916858398684969e-01,1.856655138567180341e+00,-9.551380781249746432e-01,0.000000000000000000e+00,4.775690390624873216e-01,-1.500327384700505862e+00
1.150000000000000133e+00,6.791441334908119298e-01,0.000000000000000000e+00,-1.839572066745406076e+00,1.066797110251671121e+00,1.123408363451430247e+00,0.000000000000000000e+00,-5.617041817257151237e-01,1.764645730800192380e+00,-1.379120241577128425e+00,0.000000000000000000e+00,6.895601207885642125e-01,-2.166317009677706906e+00
1.200000000000000178e+00,7.334323200000227860e-01,0.000000000000000000e+00,-1.866716160000011282e+00,1.152072794208700568e+00,1.045094400000040169e+00,0.000000000000000000e+00,-5.225472000000200845e-01,1.641630444673999545e+00,-1.741824000000042005e+00,0.000000000000000000e+00,8.709120000000210027e-01,-2.736050741122975527e+00
1.250000000000000000e+00,7.833819836378341783e-01,0.000000000000000000e+00,-1.891690991818917089e+00,1.230533542375615408e+00,9.505078196525920120e-01,0.000000000000000000e+00,-4.752539098262960060e-01,1.493054191700144084e+00,-2.027750015258844574e+00,0.000000000000000000e+00,1.013875007629422287e+00,-3.185182275626558202e+00
1.300000000000000044e+00,8.282807144726834769e-01,0.000000000000000000e+00,-1.914140357236341794e+00,1.301060303848750266e+00,8.437934654297428727e-01,0.000000000000000000e+00,-4.218967327148714364e-01,1.325427676070577876e+00,-2.225389359375038900e+00,0.000000000000000000e+00,1.112694679687519450e+00,-3.495633431394471469e+00
1.350000000000000089e+00,8.676358386249483079e-01,0.000000000000000000e+00,-1.933817919312474043e+00,1.362879188307685396e+00,7.295567651848404722e-01,0.000000000000000000e+00,-3.647783825924202361e-01,1.145985086940731534e+00,-2.327930418823330960e+00,0.000000000000000000e+00,1.163965209411665480e+00,-3.656704550921359598e+00
1.400000000000000133e+00,9.011913400000305385e-01,0.000000000000000000e+00,-1.950595670000015325e+00,1.415588046611431450e+00,6.126151500000353023e-01,0.000000000000000000e+00,-3.063075750000176511e-01,9.622936273589993705e-01,-2.333772000000108537e+00,0.000000000000000000e+00,1.166886000000054269e+00,-3.665880485176567838e+00
1.450000000000000178e+00,9.289318044213796810e-01,0.000000000000000000e+00,-1.964465902210689841e+00,1.459162666228078775e+00,4.977294697746759145e-01,0.000000000000000000e+00,-2.488647348873379572e-01,7.818316228596586814e-01,-2.246803876098751651e+00,0.000000000000000000e+00,1.123401938049375826e+00,-3.529271275603814484e+00
1.500000000000000000e+00,9.510726928711308314e-01,0.000000000000000000e+00,-1.975536346435565527e+00,1.493941492476922761e+00,3.893280029297234712e-01,0.000000000000000000e+00,-1.946640014648617356e-01,6.115549969204090441e-01,-2.076416015625047962e+00,0.000000000000000000e+00,1.038208007812523981e+00,-3.261626650241606029e+00
1.550000000000000044e+00,9.680369288420872520e-01,0.000000000000000000e+00,-1.984018464421043682e+00,1.520588852026993898e+00,2.912375951408135988e-01,0.000000000000000000e+00,-1.456187975704067994e-01,4.574749446719525436e-01,-1.837197732788245164e+00,0.000000000000000000e+00,9.185988663941225818e-01,-2.885863450258734808e+00
1.600000000000000089e+00,9.804185600000435707e-01,0.000000000000000000e+00,-1.990209280000021730e+00,1.540037872769609351e+00,2.064383999999380159e-01,0.000000000000000000e+00,-1.032191999999690080e-01,3.242726804295089638e-01,-1.548288000000117348e+00,0.000000000000000000e+00,7.741440000000586741e-01,-2.432045103220095150e+00
1.650000000000000133e+00,9.889351264500370053e-01,0.000000000000000000e+00,-1.994467563225018392e+00,1.553415664066184698e+00,1.368606324943599795e-01,0.000000000000000000e+00,-6.843031624717998973e-02,2.149801788050249851e-01,-1.232338162720051589e+00,0.000000000000000000e+00,6.161690813600257943e-01,-1.935752259368571870e+00
1.700000000000000178e+00,9.943713368945752418e-01,0.000000000000000000e+00,-1.997185668447287732e+00,1.561954843464152143e+00,8.324368417961441891e-02,0.000000000000000000e+00,-4.162184208980720945e-02,1.307588733384387469e-01,-9.140482968753610438e-01,0.000000000000000000e+00,4.570241484376805219e-01,-1.435783707243809770e+00
1.750000000000000000e+00,9.975177198648743637e-01,0.000000000000000000e+00,-1.998758859932437293e+00,1.566897170276644768e+00,4.507988691329956055e-02,0.000000000000000000e+00,-2.253994345664978027e-02,7.081132077576633710e-02,-6.182384490968320101e-01,0.000000000000000000e+00,3.091192245484160050e-01,-9.711266849234245768e-01
1.800000000000000044e+00,9.991090800000548278e-01,0.000000000000000000e+00,-1.999554540000027414e+00,1.569396872931547060e+00,2.066714999988423715e-02,0.000000000000000000e+00,-1.033357499994211857e-02,3.246388330531450872e-02,-3.674160000000139537e-01,0.000000000000000000e+00,1.837080000000069768e-01,-5.771357032046796620e-01
1.850000000000000089e+00,9.997688490402326655e-01,0.000000000000000000e+00,-1.999884424520116388e+00,1.570433235716422571e+00,7.296633592949444171e-03,0.000000000000000000e+00,-3.648316796474722085e-03,1.146152524609435688e-02,-1.788003907470782361e-01,0.000000000000000000e+00,8.940019537353911805e-02,-2.808589970128932967e-01
1.900000000000000133e+00,9.999667777929975854e-01,0.000000000000000000e+00,-1.999983388896498848e+00,1.570744141474281319e+00,1.603559179643794042e-03,0.000000000000000000e+00,-8.017795898218970209e-04,2.518864869499861867e-03,-6.076645312490333573e-02,0.000000000000000000e+00,3.038322656245166786e-02,-9.545172135940924174e-02
1.950000000000000178e+00,9.999988688222455346e-01,0.000000000000000000e+00,-1.999999434411122712e+00,1.570794549945155216e+00,1.111959709072962466e-04,0.000000000000000000e+00,-5.559798545364812329e-05,1.746662231563912314e-04,-8.667583373918912731e-03,0.000000000000000000e+00,4.333791686959456366e-03,-1.361500812373337213e-02
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.050000000000000266e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000089e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.149999999999999911e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000178e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.250000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000266e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.350000000000000089e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000355e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.450000000000000178e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.550000000000000266e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000089e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.650000000000000355e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000178e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.750000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000266e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.850000000000000089e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000355e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
