# time,x(N),y(E),z(D),psi,xd(N),yd(E),zd(D),psid,xdd(N),ydd(E),zdd(D),psidd
2.950000000000000178e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.050000000000000266e+00,9.999988688222122279e-01,0.000000000000000000e+00,-1.999999434411106058e+00,1.570794549944982466e+00,-1.111959709167521294e-04,0.000000000000000000e+00,5.559798545837606469e-05,-1.746662226704263931e-04,-8.667583374023709111e-03,0.000000000000000000e+00,4.333791687011854556e-03,-1.361500812610495770e-02
3.100000000000000089e+00,9.999667777929687196e-01,0.000000000000000000e+00,-1.999983388896484415e+00,1.570744141474123889e+00,-1.603559179687531408e-03,0.000000000000000000e+00,8.017795898437657040e-04,-2.518864869251412168e-03,-6.076645312500116025e-02,0.000000000000000000e+00,3.038322656250058013e-02,-9.545172136110607886e-02
3.150000000000000355e+00,9.997688490401840378e-01,0.000000000000000000e+00,-1.999884424520091963e+00,1.570433235716282461e+00,-7.296633592987248132e-03,0.000000000000000000e+00,3.648316796493624066e-03,-1.146152524583261487e-02,-1.788003907470745169e-01,0.000000000000000000e+00,8.940019537353725843e-02,-2.808589970149967807e-01
3.200000000000000178e+00,9.991090799999999827e-01,0.000000000000000000e+00,-1.999554539999999880e+00,1.569396872931428488e+00,-2.066715000000042546e-02,0.000000000000000000e+00,1.033357500000021273e-02,-3.246388330531981697e-02,-3.674160000000072923e-01,0.000000000000000000e+00,1.837080000000036462e-01,-5.771357032056851910e-01
3.250000000000000000e+00,9.975177198648452759e-01,0.000000000000000000e+00,-1.998758859932422638e+00,1.566897170276519535e+00,-4.507988691330036546e-02,0.000000000000000000e+00,2.253994345665018273e-02,-7.081132077574153749e-02,-6.182384490966912338e-01,0.000000000000000000e+00,3.091192245483456169e-01,-9.711266849244563071e-01
3.300000000000000266e+00,9.943713368945311659e-01,0.000000000000000000e+00,-1.997185668447265527e+00,1.561954843464059994e+00,-8.324368417968927569e-02,0.000000000000000000e+00,4.162184208984463785e-02,-1.307588733383303892e-01,-9.140482968750193171e-01,0.000000000000000000e+00,4.570241484375096586e-01,-1.435783707244411955e+00
3.350000000000000089e+00,9.889351264500043648e-01,0.000000000000000000e+00,-1.994467563225002182e+00,1.553415664066113422e+00,-1.368606324943569819e-01,0.000000000000000000e+00,6.843031624717849093e-02,-2.149801788049622020e-01,-1.232338162719752273e+00,0.000000000000000000e+00,6.161690813598761363e-01,-1.935752259369358796e+00
3.400000000000000355e+00,9.804185599999996059e-01,0.000000000000000000e+00,-1.990209279999999747e+00,1.540037872769541183e+00,-2.064384000000046293e-01,0.000000000000000000e+00,1.032192000000023147e-01,-3.242726804294229215e-01,-1.548288000000035414e+00,0.000000000000000000e+00,7.741440000000177069e-01,-2.432045103220674243e+00
3.450000000000000178e+00,9.680369288420479501e-01,0.000000000000000000e+00,-1.984018464421023920e+00,1.520588852026901527e+00,-2.912375951408448516e-01,0.000000000000000000e+00,1.456187975704224258e-01,-4.574749446718184287e-01,-1.837197732788127924e+00,0.000000000000000000e+00,9.185988663940639620e-01,-2.885863450259506635e+00
3.500000000000000000e+00,9.510726928710927508e-01,0.000000000000000000e+00,-1.975536346435546431e+00,1.493941492476843269e+00,-3.893280029296957157e-01,0.000000000000000000e+00,1.946640014648478578e-01,-6.115549969203588621e-01,-2.076416015625049738e+00,0.000000000000000000e+00,1.038208007812524869e+00,-3.261626650241927550e+00
3.550000000000000266e+00,9.289318044213470404e-01,0.000000000000000000e+00,-1.964465902210673409e+00,1.459162666228007055e+00,-4.977294697746393326e-01,0.000000000000000000e+00,2.488647348873196663e-01,-7.818316228595749706e-01,-2.246803876098692143e+00,0.000000000000000000e+00,1.123401938049346072e+00,-3.529271275604363378e+00
3.600000000000000089e+00,9.011913399999978980e-01,0.000000000000000000e+00,-1.950595669999998893e+00,1.415588046611367279e+00,-6.126151500000143191e-01,0.000000000000000000e+00,3.063075750000071595e-01,-9.622936273589273171e-01,-2.333772000000066349e+00,0.000000000000000000e+00,1.166886000000033174e+00,-3.665880485176885806e+00
3.650000000000000355e+00,8.676358386249130028e-01,0.000000000000000000e+00,-1.933817919312456501e+00,1.362879188307622780e+00,-7.295567651848021695e-01,0.000000000000000000e+00,3.647783825924010848e-01,-1.145985086940654263e+00,-2.327930418823310532e+00,0.000000000000000000e+00,1.163965209411655266e+00,-3.656704550921773045e+00
3.700000000000000178e+00,8.282807144726522797e-01,0.000000000000000000e+00,-1.914140357236326251e+00,1.301060303848694755e+00,-8.437934654297083448e-01,0.000000000000000000e+00,4.218967327148541724e-01,-1.325427676070523697e+00,-2.225389359375075760e+00,0.000000000000000000e+00,1.112694679687537880e+00,-3.495633431394830737e+00
3.750000000000000000e+00,7.833819836378048684e-01,0.000000000000000000e+00,-1.891690991818902434e+00,1.230533542375563449e+00,-9.505078196525820200e-01,0.000000000000000000e+00,4.752539098262910100e-01,-1.493054191700103450e+00,-2.027750015258867222e+00,0.000000000000000000e+00,1.013875007629433611e+00,-3.185182275626948112e+00
3.800000000000000266e+00,7.334323199999934761e-01,0.000000000000000000e+00,-1.866716159999996849e+00,1.152072794208648610e+00,-1.045094400000027957e+00,0.000000000000000000e+00,5.225472000000139783e-01,-1.641630444673963130e+00,-1.741824000000074868e+00,0.000000000000000000e+00,8.709120000000374340e-01,-2.736050741123343677e+00
3.850000000000000089e+00,6.791441334907832861e-01,0.000000000000000000e+00,-1.839572066745391643e+00,1.066797110251624936e+00,-1.123408363451418035e+00,0.000000000000000000e+00,5.617041817257090175e-01,-1.764645730800157075e+00,-1.379120241577215467e+00,0.000000000000000000e+00,6.895601207886077333e-01,-2.166317009678040861e+00
3.900000000000000355e+00,6.214209454492087836e-01,0.000000000000000000e+00,-1.810710472724604392e+00,9.761257385050280400e-01,-1.181983371679724115e+00,0.000000000000000000e+00,5.909916858398620576e-01,-1.856655138567162799e+00,-9.551380781250639052e-01,0.000000000000000000e+00,4.775690390625319526e-01,-1.500327384700839373e+00
3.950000000000000178e+00,5.613188202517199743e-01,0.000000000000000000e+00,-1.780659410125859932e+00,8.817175410122464196e-01,-1.218210128221933308e+00,0.000000000000000000e+00,6.091050641109666541e-01,-1.913559994675358311e+00,-4.885053145752438208e-01,0.000000000000000000e+00,2.442526572876219104e-01,-7.673423537546425477e-01
4.000000000000000000e+00,4.999999999999862332e-01,0.000000000000000000e+00,-1.749999999999993117e+00,7.853981633974260745e-01,-1.230468750000042633e+00,0.000000000000000000e+00,6.152343750000213163e-01,-1.932815792735983251e+00,-5.684341886080801487e-14,0.000000000000000000e+00,2.842170943040400743e-14,-1.563194018672220409e-13
4.049999999999999822e+00,4.386811797482529363e-01,0.000000000000000000e+00,-1.719340589874126524e+00,6.890787857826039531e-01,-1.218210128221943966e+00,0.000000000000000000e+00,6.091050641109719832e-01,-1.913559994675372744e+00,4.885053145751603321e-01,0.000000000000000000e+00,-2.442526572875801660e-01,7.673423537543451189e-01
4.100000000000000533e+00,3.785790545507625726e-01,0.000000000000000000e+00,-1.689289527275381175e+00,5.946705882898205564e-01,-1.181983371679733441e+00,0.000000000000000000e+00,5.909916858398667205e-01,-1.856655138567178120e+00,9.551380781249948493e-01,0.000000000000000000e+00,-4.775690390624974246e-01,1.500327384700526512e+00
4.150000000000000355e+00,3.208558665091872930e-01,0.000000000000000000e+00,-1.660427933254593702e+00,5.039992165432245486e-01,-1.123408363451437353e+00,0.000000000000000000e+00,5.617041817257186764e-01,-1.764645730800181500e+00,1.379120241577150630e+00,0.000000000000000000e+00,-6.895601207885753148e-01,2.166317009677643401e+00
4.200000000000000178e+00,2.665676799999772140e-01,0.000000000000000000e+00,-1.633283839999988718e+00,4.187235325861959900e-01,-1.045094400000040169e+00,0.000000000000000000e+00,5.225472000000200845e-01,-1.641630444673999545e+00,1.741824000000042005e+00,0.000000000000000000e+00,-8.709120000000210027e-01,2.736050741122975527e+00
4.250000000000000000e+00,2.166180163621658217e-01,0.000000000000000000e+00,-1.608309008181082911e+00,3.402627844192811502e-01,-9.505078196525920120e-01,0.000000000000000000e+00,4.752539098262960060e-01,-1.493054191700144084e+00,2.027750015258844574e+00,0.000000000000000000e+00,-1.013875007629422287e+00,3.185182275626558202e+00
4.299999999999999822e+00,1.717192855273138585e-01,0.000000000000000000e+00,-1.585859642763656874e+00,2.697360229461478465e-01,-8.437934654297222226e-01,0.000000000000000000e+00,4.218967327148611113e-01,-1.325427676070566996e+00,2.225389359375100629e+00,0.000000000000000000e+00,-1.112694679687550314e+00,3.495633431394438606e+00
4.350000000000000533e+00,1.323641613750563550e-01,0.000000000000000000e+00,-1.566182080687528178e+00,2.079171384872084971e-01,-7.295567651848297031e-01,0.000000000000000000e+00,3.647783825924148515e-01,-1.145985086940732867e+00,2.327930418823298098e+00,0.000000000000000000e+00,-1.163965209411649049e+00,3.656704550921363595e+00
4.400000000000000355e+00,9.880865999997101579e-02,0.000000000000000000e+00,-1.549404329999985563e+00,1.552082801834591130e-01,-6.126151500000222017e-01,0.000000000000000000e+00,3.063075750000111008e-01,-9.622936273589862699e-01,2.333772000000031710e+00,0.000000000000000000e+00,-1.166886000000015855e+00,3.665880485176491899e+00
4.450000000000000178e+00,7.106819557862031900e-02,0.000000000000000000e+00,-1.535534097789310159e+00,1.116336605668177828e-01,-4.977294697746759145e-01,0.000000000000000000e+00,2.488647348873379572e-01,-7.818316228596586814e-01,2.246803876098751651e+00,0.000000000000000000e+00,-1.123401938049375826e+00,3.529271275603814484e+00
4.500000000000000000e+00,4.892730712886916855e-02,0.000000000000000000e+00,-1.524463653564434473e+00,7.685483431797379694e-02,-3.893280029297234712e-01,0.000000000000000000e+00,1.946640014648617356e-01,-6.115549969204090441e-01,2.076416015625047962e+00,0.000000000000000000e+00,-1.038208007812523981e+00,3.261626650241606029e+00
4.549999999999999822e+00,3.196307115792129672e-02,0.000000000000000000e+00,-1.515981535578960759e+00,5.020747476791154185e-02,-2.912375951408543995e-01,0.000000000000000000e+00,1.456187975704271997e-01,-4.574749446719112989e-01,1.837197732788191651e+00,0.000000000000000000e+00,-9.185988663940958254e-01,2.885863450258786322e+00
4.600000000000000533e+00,1.958143999995043405e-02,0.000000000000000000e+00,-1.509790719999975162e+00,3.075845402526633521e-02,-2.064384000000313857e-01,0.000000000000000000e+00,1.032192000000156928e-01,-3.242726804295326670e-01,1.548288000000001885e+00,0.000000000000000000e+00,-7.741440000000009425e-01,2.432045103220096927e+00
4.650000000000000355e+00,1.106487354994578620e-02,0.000000000000000000e+00,-1.505532436774972949e+00,1.738066272869964735e-02,-1.368606324943863750e-01,0.000000000000000000e+00,6.843031624719318751e-02,-2.149801788049987838e-01,1.232338162719860630e+00,0.000000000000000000e+00,-6.161690813599303151e-01,1.935752259368445083e+00
4.700000000000000178e+00,5.628663105424758228e-03,0.000000000000000000e+00,-1.502814331552712268e+00,8.841483330744415170e-03,-8.324368417961441891e-02,0.000000000000000000e+00,4.162184208980720945e-02,-1.307588733384387469e-01,9.140482968753610438e-01,0.000000000000000000e+00,-4.570241484376805219e-01,1.435783707243809770e+00
4.750000000000000000e+00,2.482280135125636278e-03,0.000000000000000000e+00,-1.501241140067562707e+00,3.899156518251789549e-03,-4.507988691329956055e-02,0.000000000000000000e+00,2.253994345664978027e-02,-7.081132077576633710e-02,6.182384490968320101e-01,0.000000000000000000e+00,-3.091192245484160050e-01,9.711266849234245768e-01
4.800000000000000711e+00,8.909199999350692067e-04,0.000000000000000000e+00,-1.500445459999967479e+00,1.399453863363708805e-03,-2.066714999995886148e-02,0.000000000000000000e+00,1.033357499997943074e-02,-3.246388330546373657e-02,3.674160000001800985e-01,0.000000000000000000e+00,-1.837080000000900493e-01,5.771357032046802171e-01
4.850000000000000533e+00,2.311509597853200759e-04,0.000000000000000000e+00,-1.500115575479892716e+00,3.630910785104024541e-04,-7.296633592907834226e-03,0.000000000000000000e+00,3.648316796453917113e-03,-1.146152524601113699e-02,1.788003907471683585e-01,0.000000000000000000e+00,-8.940019537358417923e-02,2.808589970137033154e-01
4.900000000000000355e+00,3.322220696899691461e-05,0.000000000000000000e+00,-1.500016611103484498e+00,5.218532063588909864e-05,-1.603559179597495356e-03,0.000000000000000000e+00,8.017795897987476782e-04,-2.518864869453563832e-03,6.076645312529323911e-02,0.000000000000000000e+00,-3.038322656264661956e-02,9.545172135911686451e-02
4.950000000000000178e+00,1.131177754465362284e-06,0.000000000000000000e+00,-1.500000565588877288e+00,1.776849741341735012e-06,-1.111959709072962466e-04,0.000000000000000000e+00,5.559798545364812329e-05,-1.746662231563912314e-04,8.667583373918912731e-03,0.000000000000000000e+00,-4.333791686959456366e-03,1.361500812373337213e-02
5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.050000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000533e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.150000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.300000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.350000000000000533e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.450000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.550000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.600000000000000533e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.650000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.800000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.850000000000000533e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.900000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.950000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
